id,tag,html,sent id,text,target
0,cv077,22138,11,"but this isn't as easy as it seems , because the vampires in blade's world are more sophisticated than the ones that you find in most films .",pos
0,cv077,22138,12,"the government and other authorities know of the existence of vampires , but they let them feast of the population at large because they are taking bribes from the vampires .",pos
0,cv077,22138,13,where do vampires get money ?,pos
0,cv077,22138,14,"well , in blade , they run multinational companies in order to finance their vampire organizations .",pos
0,cv077,22138,15,"i personally thought that this whole secret corporate world run by vampires to be a very clever idea , and a great addition to the movie .",pos
0,cv077,22138,16,blade runs up against the evil deacon frost ( stephen dorff ) a maverick in the vampire community .,pos
0,cv077,22138,17,"he isn't content to live among humans , and is convinced that the vampire race is the superior one and he means to insure its superiority .",pos
0,cv077,22138,18,he has managed to translate the ancient vampire scrolls that tell of the method of making him an all-powerful vampire -- rendering him virtually unstoppable .,pos
0,cv077,22138,19,it's up to blade to see that this doesn't transpire .,pos
0,cv077,22138,20,"admittedly , blade is style over substance through and through .",pos
0,cv077,22138,21,"the story is a relatively forgettable one , but it is fun none the less .",pos
0,cv077,22138,22,the acting in blade is just about what you would expect from a movie of this type .,pos
0,cv077,22138,23,"this isn't a film that is going to win accolades for its performances , and the actors know this .",pos
0,cv077,22138,24,the movie is played for fun and nobody seems to think otherwise .,pos
0,cv077,22138,25,"it's a popcorn movie , and no one involved has any illusions otherwise .",pos
0,cv077,22138,26,blade's production values are as slick as any that you will find in your typical summer blockbuster .,pos
0,cv077,22138,27,the combat sequences between blade and his vampire targets are incredibly well done .,pos
0,cv077,22138,28,"although , the mtv-style cuts did get on my nerves after a while during long sequences .",pos
0,cv077,22138,29,blade is a fun movie with an interesting take on the vampire genre .,pos
0,cv077,22138,30,this is not the movie for those of you who like your vampires in tuxedos and living in coffins in the basement of some gothic castle .,pos
0,cv077,22138,31,what blade excels at is bringing the classic lore of the vampire into the next century with a fresh outlook on life .,pos
0,cv077,22138,32,very cool .,pos
0,cv078,14730,0,"the truman show ( paramount pictures ) running time : 1 hour 42 minutes starring jim carrey and ed harris directed by peter weir after a long wait , jim carrey's dramatic debut finally makes it to the big screen .",pos
0,cv078,14730,1,"in case you've been asleep for the last few months , the plot centres on truman burbank ( carrey ) who leads an seemingly idyllic life in the beautiful town of seahaven .",pos
0,cv078,14730,2,"his life seems so perfect , however , because it's controlled by christoff ( harris ) creator of the truman show , the program burbank is unwittingly the hero of .",pos
0,cv078,14730,3,"that's right , burbank's life is being broadcast live to the american public , and seahaven and all it's inhabitants are inclosed in a massive sound stage .",pos
0,cv078,14730,4,the film takes the jerry springer format one step too far . . .,pos
0,cv078,14730,5,"with an idea so different , it would be easy for the director and screenwriter to dumb it down and appeal to the lowest common denominator .",pos
0,cv078,14730,6,"luckily , the film remains sensible enough to appeal to all ages , yet never seems to be a dumb carrey movie .",pos
0,cv078,14730,7,"talking of carrey , he's perfect in this movie , enjoying the best role in his career .",pos
0,cv078,14730,8,his character is a re-inforced stanley ipkiss from the mask ( 1994 ) and is completely suited to carrey's persona .,pos
0,cv078,14730,9,"he occasionally falls into ace ventura mode , shrieking and being silly , but generally the audience is watching subdued carrey .",pos
0,cv078,14730,10,"he's not completely dramatic like the film promises , however .",pos
0,cv078,14730,11,"ed harris brings an extreme intensity to christoff , the megalomaniac creator of the show .",pos
0,cv078,14730,12,"quiet and well spoken , he burns an image into the viewer .",pos
0,cv078,14730,13,"unfortunately , he's barely in the film , and for the first hour dosen't appear at all !",pos
0,cv078,14730,14,also disappointing is natascha mcelhone's character sylvia .,pos
0,cv078,14730,15,"she plays the role well , but her character is sadly underwritten and is pushed to the sidelines just when the audience is used to her .",pos
0,cv078,14730,16,"the supporting cast is excellent , and the town of seahaven looks delightfully perfect , so perfect it's creepy .",pos
0,cv078,14730,17,"the philip glass soundtrack is also superb , and is used to great effect during the film .",pos
0,cv078,14730,18,"peter weir keeps the film going , clearly having fun .",pos
0,cv078,14730,19,the film is far more upbeat than his previous films dead poets society and green card .,pos
0,cv078,14730,20,"although it is slightly slow to begin with , about half an hour into film the pace really picks up , and when christoff is introduced fully the film is on a roll .",pos
0,cv078,14730,21,"sadly , though , the film is practically over when the film is in full steam .",pos
0,cv078,14730,22,"also , concerning the ending , it is slightly too ambiguous , which was disappointing .",pos
0,cv078,14730,23,"the screenwriter , andrew niccol , who bought us gattaca ( 1997 ) delivers an entertaining script , and manages to keep the plot in trim .",pos
0,cv078,14730,24,"while christoff's plans to keep truman in do get increasingly silly , they never go over the line , which would have been easy for niccol to do .",pos
0,cv078,14730,25,"also , there's some funny gags involving product placement and the people who watch the show .",pos
0,cv078,14730,26,"overall , the truman show is excellent entertainment .",pos
0,cv078,14730,27,"certainly different from the usual crap hollywood produces , it should be viewed by everyone .",pos
0,cv078,14730,28,"it offers something to every member of the audience , and you would almost certainly not come out disappointed .",pos
0,cv078,14730,29,overall rating=,pos
0,cv078,14730,30,review by david wilcock ? 1998,pos
0,cv078,14730,31,""" you know , for kids "" - norville barnes",pos
0,cv079,11933,0,"no film in recent has left me with such conflicted feelings as neil jordan's harrowing , humorous , horrifying adaptation of patrick mccabe's novel about young lad francie brady's ( eamonn owens ) descent into madness in 1960s ireland .",pos
0,cv079,11933,1,"on one hand , it was difficult for me to become invested in francie's story because he is such an unsavory character , unjustifyably venting his rage at his nosy but otherwise harmless neighbor mrs . nugent ( fiona shaw ) .",pos
0,cv079,11933,2,"on another hand , i found it difficult to laugh at some of francie's darkly comic shenanigans because he obviously is such a sick , needy child , having been raised by a drunken father ( stephen rea ) and a suicidal mother ( aisling o'sullivan ) .",pos
0,cv079,11933,3,"on yet another hand , i also found it difficult to completely sympathize with francie during his more emotional scenes because some of his , for lack of a better word , "" bad "" deeds are so incredibly shocking in their brutality and the malicious glee in which he performs them .",pos
0,cv079,11933,4,"however , the butcher boy's power is undeniable , and the film as a whole is unforgettable--perhaps because it is so disturbing .",pos
0,cv079,11933,5,"what makes it so unsettling is the francie's overall wink-wink yet matter-of-fact attitude about everything , expressed in a cheeky voiceover narration delivered by the adult francie ( rea again ) .",pos
0,cv079,11933,6,"think heavenly creatures played largely for laughs , and you'll sort of understand .",pos
0,cv079,11933,7,"anchoring the whole film is the astonishing debut performance of owens ; love francie or hate him , you cannot take your eyes off of owens .",pos
0,cv079,11933,8,"the butcher boy truly is a twisted , unusual film that is bound to make just about anyone uncomfortable .",pos
0,cv079,11933,9,"in the lobby after the screening , i overheard one man raving about how great yet disturbing it was ; i also heard one particularly offended woman say with disgust , "" that movie was so unfunny ! """,pos
0,cv079,11933,10,""" i didn't know what to expect .",pos
0,cv079,11933,11,"it's like something you chase for so long , but then you don't know how to react when you get it .",pos
0,cv079,11933,12,"i still don't know how to react . """,pos
0,cv079,11933,13,"--michael jordan , on winning his first nba championship in 1991 . . . or ,",pos
0,cv079,11933,14,"my thoughts after meeting him on november 21 , 1997",pos
0,cv080,13465,0,just how inseparable is the team of sgt .,pos
0,cv080,13465,1,martin riggs ( mel gibson ) and sgt .,pos
0,cv080,13465,2,roger murtaugh ( danny glover ) ?,pos
0,cv080,13465,3,"let's just say that when one partner asks the other partner to strip to his boxer shorts and then further asks him to run out into the middle of the road , flapping his arms while feverishly cackling like a chicken just to create a distraction , his partner actually does it !",pos
0,cv080,13465,4,"the familiar lethal weapon family is back , including rene russo , who is now the expectant mother of riggs' child and joe pesci as the soprana-like , foul-mouthed former accountant who has decided to become a private eye .",pos
0,cv080,13465,5,"new to the team is chris rock , also a fast-talking , up and coming detective .",pos
0,cv080,13465,6,"trouble seems to follow the two veteran detectives where ever they go , and in this film , that is no exception .",pos
0,cv080,13465,7,"even when they are just taking a leisurely boat ride , they somehow manage to collide with a freighter ship .",pos
0,cv080,13465,8,"we here some ominous music , which clues us that a confrontation is about to happen .",pos
0,cv080,13465,9,"gunfire ensues , and when it's all over , the detectives want to learn more about this freighter by questioning a chinatown crime lord .",pos
0,cv080,13465,10,"although they don't know what they're looking for , their inquisitiveness causes the bad guys to take some action .",pos
0,cv080,13465,11,and there's plenty of action here for two movies .,pos
0,cv080,13465,12,"led by fighting sensation jet li , whose martial arts skill is nothing less than impressive , he does what he can to make sure that no one finds out what they are up to .",pos
0,cv080,13465,13,"li is ruthless in his approach , will kill anyone just to make a point , and develops enormous disdain for the two detectives .",pos
0,cv080,13465,14,"there are terrific car chases , explosions and gunshot galore .",pos
0,cv080,13465,15,"it's a summer action recipe followed to the letter , and the result is nothing less than pure , unadulterated summer fun .",pos
0,cv080,13465,16,but even too many explosions can get boring .,pos
0,cv080,13465,17,"to counter that , we are treated to several amazingly choreographed fight sequences with jet li .",pos
0,cv080,13465,18,"luckily , he'd rather fight hand-to-hand instead of firing off guns .",pos
0,cv080,13465,19,"meanwhile , when the detectives aren't reloading their guns or running from fireballs , they're engaged in sophomoric banter and silly conversations that provide a nice diversion from the hail of bullets .",pos
0,cv080,13465,20,everybody gets in on the shtick .,pos
0,cv080,13465,21,"russo screams during her delivery , the crime lord has a few funny bits when he's being interrogated while being given laughing gas , and pesci and rock are very funny as they go at it discussing the drawbacks of having cellular phones .",pos
0,cv080,13465,22,gibson and glover are always in sync and the film moves at a brisk pace to get to the final and terrific mano a mano .,pos
0,cv080,13465,23,score one for the old guard .,pos
0,cv081,16582,0,"since 1990 , the dramatic picture has undergone a certain change of style .",pos
0,cv081,16582,1,"now , instead of emphasizing feel-good stories replete with characters of noble virtues , the screenplays and direction point toward human struggle and sorrow .",pos
0,cv081,16582,2,"this realist tendancy can be inspiring at times , as 1993's schindler's list shows .",pos
0,cv081,16582,3,"most of today's mainstream drama , however , creates an overabundance of emoting that can turn off members of the audience .",pos
0,cv081,16582,4,"that's why pictures like october sky , which are a throwback to the good ol' dramas of yesteryear , are such a welcome relief in contemporary cinema .",pos
0,cv081,16582,5,"the movie is based on the true story of homer hickam ( jake gyllenhaal ) , a teenager in the 1950's company town of coalwood , west virginia .",pos
0,cv081,16582,6,it's a well-known fact that the only boys to make a name for themselves are the ones that get out of the town on football scholarships ; the rest grow up to work in the coal mine .,pos
0,cv081,16582,7,"the mine , which is run by homer's father ( chris cooper ) , is not the place for homer , however .",pos
0,cv081,16582,8,"after watching the soviet satellite sputnik shoot across the october sky in 1957 , homer feels a connection with the outside world -- as he puts it , "" anyone in the world could look up and see the same thing i did . """,pos
0,cv081,16582,9,"drafting two of his best friends and the brainiac outcast , homer begins to construct rockets .",pos
0,cv081,16582,10,"with the help of their history teacher , miss riley ( laura dern ) , and several mine workers , the four are soon bound for great things .",pos
0,cv081,16582,11,"october sky is a skillfully crafted film , and most of that credit must go to director joe johnston .",pos
0,cv081,16582,12,johnston -- whose career in the film industry includes everything from directing well-known titles like jumanji and the rocketeer down to an uncredited role as a death star trooper in star wars -- certainly knows what he's doing here .,pos
0,cv081,16582,13,he molds characters which are true to life and also fun to watch into a plot that is straightforward and robust .,pos
0,cv081,16582,14,"he does not push any barriers , but instead adopts a conservative style of filmmaking which enhances the film's charm .",pos
0,cv081,16582,15,"his finesse brings out elements which might otherwise be lost -- such as the relationships between homer and various mine workers , or the silent struggle between homer's mother and father .",pos
0,cv081,16582,16,"the cast is well chosen , although the true bright spots are the supporting roles .",pos
0,cv081,16582,17,"laura dern ( jurassic park ) lends a strong performance in the role of the history teacher , giving the boys the support and guidance they need .",pos
0,cv081,16582,18,her role is instantly likeable .,pos
0,cv081,16582,19,"chris cooper ( the horse whisperer ) , as homer's father , is less likeable -- even downright despicable at times -- but his turn here gives gravity to the movie .",pos
0,cv081,16582,20,"he's definitely a driving force in homer's life , and his more humane moments give the piece a certain dynamic that is commendable .",pos
0,cv081,16582,21,"the script is generally cheerful , projecting the boys' endeavors in a lighthearted manner .",pos
0,cv081,16582,22,there are moments when it becomes predictable -- such as the train tracks scene -- and there are moments when it sacrifices orginality for the need to come up with an emotional plot twist .,pos
0,cv081,16582,23,"it highlights the essence of youth , however , and for its exceptional job at this it can be forgiven other missteps .",pos
0,cv081,16582,24,october sky should be a success with audiences .,pos
0,cv081,16582,25,"although it doesn't have the appeal of current teen flicks like varsity blues or she's all that , it certainly holds an undeniable quality that older crowds will lean towards .",pos
0,cv081,16582,26,"it's a welcome change to the dramatic genre , and one that everyone should see .",pos
0,cv082,11080,0,a big surprise to me .,pos
0,cv082,11080,1,"the good trailer had hinted that they pulled the impossible off , but making a blues brothers movie without jake blues ( john belushi ) is such a dumb idea i really had no hope .",pos
0,cv082,11080,2,they replaced him just fine .,pos
0,cv082,11080,3,"not with john goodman , he didn't do much of anything , but with the brilliant actor joe morton , who can really sing .",pos
0,cv082,11080,4,"the fourth blues brother is j evan bonifant , who's ten .",pos
0,cv082,11080,5,"this was another of my fears for the film , but he's a really good dancer , and plays a mean harmonica ( although he may have been dubbed ) .",pos
0,cv082,11080,6,"things that intellectually had bothered me before , like no mission from god , everyone being richer , it not being filmed in chicago -- gave me no problems at all .",pos
0,cv082,11080,7,"i'm quite pleased that there were less car pile-ups , because they meant less music , and john landis seems to have lost interest in the whole thing .",pos
0,cv082,11080,8,"there's a few early crashes , and then one huge pile-up , but after that it all stops .",pos
0,cv082,11080,9,it's just the music .,pos
0,cv082,11080,10,"one of my problems with the first is that cab calloway's song is so good the actually blues brothers look dull after him , but there's no problems with this .",pos
0,cv082,11080,11,"the music is all as good as ever , tons of great musicians showing up -- with the exception of johnny lang , who can't sing , all the musicians do a great job .",pos
0,cv082,11080,12,the only real problems i had was the special effects .,pos
0,cv082,11080,13,these were superfluous and a waste of money .,pos
0,cv082,11080,14,"since the film isn't doing very well , they could mean we have no possibility of another sequel , which i want to see .",pos
0,cv082,11080,15,the bluegrass version of riders in the sky is even better than rawhide .,pos
0,cv082,11080,16,-- http : //www . geocities . com/hollywood/academy/8034/,pos
0,cv082,11080,17,remove no spam to reply .,pos
0,cv082,11080,18,""" drive carefully but recklessly "" , mama , child's toy "" the only excercise i take is walking behind the coffins of friends who took exercise . """,pos
0,cv082,11080,19,peter o'toole,pos
0,cv083,24234,0,"after having heard so many critics describe "" return to me "" as an old-fashioned hollywood romance , i kept asking myself going into this movie : what exactly is an old-fashioned hollywood romance ?",pos
0,cv083,24234,1,"what made "" return to me "" old-fashioned and old-hollywood ?",pos
0,cv083,24234,2,"was it the tunes from sinatra , etc . , legendary singers the senior citizens in the film constantly harp on ?",pos
0,cv083,24234,3,"was it the glamorous , sophisticated feel ?",pos
0,cv083,24234,4,the charisma of the two leads ?,pos
0,cv083,24234,5,"even now i can't say that i have gotten any closer to the real answer , because i haven't see that many old-fashioned hollywood romances .",pos
0,cv083,24234,6,i don't think any of the romances i've seen have been classified as such .,pos
0,cv083,24234,7,"which leaves me the option of vaguely agreeing with my fellow critics -- "" return to me "" was old-fashioned in the sense that it reminded me of the way the younger generation perceive venerated old hollywood magic , the way i perceive cinnamon spice and apple cider .",pos
0,cv083,24234,8,"it was traditional , magical .",pos
0,cv083,24234,9,"we knew it couldn't be too daring , or have any surprising plot twists that many cynical modern romances are apt to throw in .",pos
0,cv083,24234,10,"it was a romance told with such endearing simplicity , tenderness , and love ( from director bonnie hunt ) that it couldn't help but sparkle with charm despite its shortcomings .",pos
0,cv083,24234,11,the film owes a lot of what it has to bonnie hunt's direction .,pos
0,cv083,24234,12,"from the very first bird's eye view of chicago , zooming in slowly toward the insignificant bob rueland ( david duchovny ) , accompanied by the "" return to me "" ballad ( by whom ? ) , we can tell we're in for something sweet .",pos
0,cv083,24234,13,"the scenes between the characters are endearing , truthful , with just a hint of fantasy .",pos
0,cv083,24234,14,real people don't act that way ; real people aren't that nice .,pos
0,cv083,24234,15,"we know all this , and yet we want to believe in these folks' existence .",pos
0,cv083,24234,16,"the premise itself seems to have sprung out of a fairytale , but hunt's rooting the fairytale in common chicago folk simultaneously lends credit to the scenario and tinges everyday urban life with a hint of the ethereal .",pos
0,cv083,24234,17,everything is ordinary--yet beautiful--in this film .,pos
0,cv083,24234,18,>from the festive little family restaurant to grace ( minnie driver ) and bob's wardrobes .,pos
0,cv083,24234,19,"from the eloquent , not-in-a-hurry to progress storyline to the dainty watercolors that grace paints .",pos
0,cv083,24234,20,from the animal stars to the way all the characters interact on screen -- the most beautiful part .,pos
0,cv083,24234,21,""" return to me "" has done an excellent job of assembling together a group of actors who blend in effortlessly as a family : the audience has no trouble at all believing that this rambunctious family actually does exist .",pos
0,cv083,24234,22,"we care for them , laugh with them , cry with them ; we're concerned that the little boy will pick up cursing from his father .",pos
0,cv083,24234,23,"whatever hunt did , she brought out the naturalism in all of the actors .",pos
0,cv083,24234,24,"disappointingly , david alan grier's charlie , however much i like him , was the most flatly-written .",pos
0,cv083,24234,25,duchovny here does a laudable job of shaking off his fox mulder persona -- with the help of his fellow co-stars rarely do we see any hint of special agent fox mulder .,pos
0,cv083,24234,26,"instead we have a normal guy who when he falls in love shows more delight than fox mulder will show over the span of an entire season of "" the x-files . """,pos
0,cv083,24234,27,"duchovny , who is excellent at understatement and self-deprecation as an actor showcases his considerable comedic talent on screen .",pos
0,cv083,24234,28,"minnie driver is engaging as always as the sweet , innocent grace with nothing but a good heart to offer .",pos
0,cv083,24234,29,"though an unlikely pair , duchovny and driver gradually warm up to each other as the movie progresses .",pos
0,cv083,24234,30,"while "" return to me "" functions remarkably as a laugh-out-loud comedy , a romantic scenic tour through chicago , and a tearjerker , the story is set up so the film ends up having nowhere to develop .",pos
0,cv083,24234,31,the entire climax of the film hinges on when and how grace is going to tell bob that she actually was the recipient of his wife's heart .,pos
0,cv083,24234,32,"we already know that there's going to be a happy ending ; we feel like we spend the entire film , however enjoyably , in a straight line going towards that point .",pos
0,cv083,24234,33,"as a result bob and grace click almost too quickly--yes , i know she's supposed to have his ex-wife's heart and everything--it seems too effortless .",pos
0,cv083,24234,34,"the main subject is a love story , and the family scenes i love so much unfortunately are overused and distract from the turmoil of the two main characters ( whose story might not have that much meat after all ) .",pos
0,cv083,24234,35,"however , in the spirit of "" return to me , "" it won't do to be too picky about how "" old "" hollywood tells its stories .",pos
0,cv083,24234,36,i loved knowing that this was a labor of love for bonnie hunt .,pos
0,cv083,24234,37,it shows .,pos
0,cv083,24234,38,"the bottom line : "" return to me "" is nothing remarkable , and yet its sweetness , sincerity , and charm might touch your heart in ways that you hadn't imagined .",pos
0,cv084,13566,0,"wild things is a suspenseful thriller starring matt dillon , denise richards , and neve campbell that deals with all the issues ; sex , love , murder , and betrayal .",pos
0,cv084,13566,1,the setting of the film is a town named blue bay .,pos
0,cv084,13566,2,"it consists of many swamps and slums and , on the other hand , rich estates owned by the town's different benefactors .",pos
0,cv084,13566,3,"the film opens just before the beginning of a senior seminar at the town's ritzy , expensive high school .",pos
0,cv084,13566,4,it is here that we meet all of the core characters .,pos
0,cv084,13566,5,"there's guidance counselor sam lombardo , police officers ray duquette and gloria perez , dark mysterious senior suzie toller , and the popular head cheerleader kelly van ryan .",pos
0,cv084,13566,6,"we first see that all of the senior girls are smitten with the handsome guidance counselor , but none more than kelly .",pos
0,cv084,13566,7,throughout the first portion of the film we see how far kelly will go to get sam until she accuses him of rape .,pos
0,cv084,13566,8,"shortly after , suzie , too , confesses that sam raped her as well .",pos
0,cv084,13566,9,"this pushes kelly's sex craving mother , sandra , to stop at nothing until sam is convicted .",pos
0,cv084,13566,10,"during the trial , kelly gives a teary confession of how sam raped her .",pos
0,cv084,13566,11,"however , it is later revealed by suzie that sam never raped either of the girls , it was all a vengeful plan against the guidance counselor .",pos
0,cv084,13566,12,"after sam is cleared , kelly's mother pays sam a very substantial amount of cash in order for him not to sue her .",pos
0,cv084,13566,13,"it is then revealed that sam , kelly , and suzie were all in on it together .",pos
0,cv084,13566,14,it is here that the film starts to reveal just who is being honest with each other and who has their own hidden agenda .,pos
0,cv084,13566,15,matt dillon stars as sam lombardo .,pos
0,cv084,13566,16,"sam is the kind of guy that every woman would like to sink their claws into , and sam obviously knows it and uses it to his own advantage .",pos
0,cv084,13566,17,"he isn't the obvious best of actors , but dillon does give a convincing performance .",pos
0,cv084,13566,18,"however , his talents seem to be rendered useless near the end of the film , making it look as though his character has lost all of his ethics and principles , although he never had many to start out with in the first place .",pos
0,cv084,13566,19,"neve campbell , who most people relate to scream and scream 2 , plays blue bay outcast suzie toller .",pos
0,cv084,13566,20,suzie obviously has some serious issues to deal with which are obvious from her first scene in the film .,pos
0,cv084,13566,21,"campbell is very successful with this character , adding the slightest bit of charm to a seemingly repulsive character and making her fun to watch .",pos
0,cv084,13566,22,playing kelly van ryan is denise richards .,pos
0,cv084,13566,23,"kelly is your typical , rich , sexy , head cheerleader who thinks she can have any man she choses , like her sexpot mother sandra .",pos
0,cv084,13566,24,one of the most interesting things about this film is how it compares and contrasts the relationship between kelly and her mother .,pos
0,cv084,13566,25,"denise richards , still hot off the press from starship troopers , gives the most interesting performance in the entire film .",pos
0,cv084,13566,26,"in the beginning , kelly looks to be a paper thin character , but richards adds a little more spice and ultimately makes the character not only sexy , but dominating as well .",pos
0,cv084,13566,27,kevin bacon gives one of his fair performances as ray duquette .,pos
0,cv084,13566,28,"this character looks to be one of the most boring , predictable in the film .",pos
0,cv084,13566,29,"however , it is a relationship revealed between him and suzie that adds depth to his story .",pos
0,cv084,13566,30,"still , the film doesn't seem to gain much from bacon's performance , only his name .",pos
0,cv084,13566,31,"in the supporting cast , theresa russell plays the much oversexed sandra van ryan , daphne rubin-vega gives an unappealing performance as cop gloria perez , and bill murray shines as sam's lawyer , ken bowden .",pos
0,cv084,13566,32,hats off to murray for adding the perfect touch of comedy to the film .,pos
0,cv084,13566,33,"although wild things was displayed by the press as being an erotic thriller , the eroticism , which is portrayed with good taste , is kept to a minimum and focuses more on the plot and the relationships between the characters .",pos
0,cv084,13566,34,this is truly a very good film worth seeing if your looking for a movie with a thick plot filled with it's share of twists .,pos
0,cv085,1381,0,* * * * * * minor plot spoilers in review * * * * * * * * * * * * no major spoilers are in review * * * * * *,pos
0,cv085,1381,1,"the previous two "" alien "" films have each had their own unique styles to them .",pos
0,cv085,1381,2,the ridley scott's alien was very much a stylistic suspense film .,pos
0,cv085,1381,3,james cameron's aliens was much more of an action film .,pos
0,cv085,1381,4,and i liked each film separately for which it was .,pos
0,cv085,1381,5,now alien 3 is out .,pos
0,cv085,1381,6,and it is it's own film in the same right that alien and aliens were .,pos
0,cv085,1381,7,"unlike aliens , alien 3 requires that you have seen aliens .",pos
0,cv085,1381,8,this is very important as the story picks up exactly were aliens left off .,pos
0,cv085,1381,9,the survivors of the expedition to lv-426 are returning home after battling and beating the aliens .,pos
0,cv085,1381,10,"the climactic fight scene between ripley and the mother alien on the sulaco in aliens left behind one item , an egg .",pos
0,cv085,1381,11,"in the opening sequence we see the egg hatch , find its quarry , which leads to a fire aboard the sulaco when the facehugger is injured , an leads the sulaco to jettison the hypersleep tubes in an escape vessel .",pos
0,cv085,1381,12,this vessel crash lands on fury 109 .,pos
0,cv085,1381,13,"everyone in the vessel is killed , except ripley .",pos
0,cv085,1381,14,the facehugger is jettisoned with them and survives the crash .,pos
0,cv085,1381,15,fury 109 is an ex-mining/maximum security prison .,pos
0,cv085,1381,16,"when closed down , some of the lifer prisoners decided to stay and live out the remaining years on the planet .",pos
0,cv085,1381,17,all the prisoners are men who have not seen a woman in many years .,pos
0,cv085,1381,18,ripley's arrival sparks a problem with the inmates .,pos
0,cv085,1381,19,"as for the new haircut that ripley and the prisoner's sport , there is an infestation of lice on the planet .",pos
0,cv085,1381,20,being an ex-prison means that there is no way off the planet and no weapons .,pos
0,cv085,1381,21,so the prisoners and ripley are off to face the alien on their own .,pos
0,cv085,1381,22,"i will not go into detail , but you can guess what happens here .",pos
0,cv085,1381,23,the alien is loose and no one believes ripley's outstanding story .,pos
0,cv085,1381,24,she finds comfort in the arms of the colony's doctor .,pos
0,cv085,1381,25,"yes , after 57 years ripley has sex .",pos
0,cv085,1381,26,"it is not gratuitous , in fact , we don't even see them kiss , but it is just as well .",pos
0,cv085,1381,27,a sweaty sex scene would not have worked in the context of the film .,pos
0,cv085,1381,28,there is a lot more gore in alien 3 .,pos
0,cv085,1381,29,in fact i would guess to say that there is more in alien 3 than either of the earlier two .,pos
0,cv085,1381,30,it also sports a new alien with 4 legs !,pos
0,cv085,1381,31,"i won't say how , but it leads us to believe a few new things about the alien and its cycle , which i am sure will be explored in alien 4 .",pos
0,cv085,1381,32,sigourney weaver is back as ripley and provides another excellent performance of this character .,pos
0,cv085,1381,33,her scene during the autopsy of newt is enough to garnish her another academy nomination .,pos
0,cv085,1381,34,the rest of the cast is also quite good .,pos
0,cv085,1381,35,"notably , charles dance as the doctor with whom ripley finds momentary escape from fury 109 .",pos
0,cv085,1381,36,alien 3 has a very distinct look .,pos
0,cv085,1381,37,"this is due largely to its director , david fincher .",pos
0,cv085,1381,38,"mr . fincher , who until now has only directed music videos and commercials , has done an incredible job here .",pos
0,cv085,1381,39,"his direction is excellent and makes this film come to life in ways no "" alien "" film has before .",pos
0,cv085,1381,40,"for mr . fincher , i see a long prosperous career ahead of him .",pos
0,cv085,1381,41,the music was also done by a newcomer to the film industry .,pos
0,cv085,1381,42,"elliot goldenthal has created a deeply moving score which lends itself to the claustrophobic setting that the "" alien "" series been set in .",pos
0,cv085,1381,43,this time the score is not so much a rip off of star trek ii ( james horner's aliens ) .,pos
0,cv085,1381,44,this score has a choral back up at times and even lends itself to the old style of ennio morricone scoring .,pos
0,cv085,1381,45,this is a great score .,pos
0,cv085,1381,46,the ending to alien 3 is quite good .,pos
0,cv085,1381,47,"there were times i thought that hollywood would come in and screw it up , but it played very nicely .",pos
0,cv085,1381,48,i will not ruin the ending for you .,pos
0,cv085,1381,49,go see the film .,pos
0,cv085,1381,50,i consider it to be a much more involved film than any of the other films released so far this season .,pos
0,cv085,1381,51,alien 3 is a worthy successor to aliens and alien .,pos
0,cv085,1381,52,"and when they make alien 4 , perhaps they will be able to find yet another new direction to take it in .",pos
0,cv086,18371,0,are you tired of all the hot new releases being gone by the time you get to the video store ?,pos
0,cv086,18371,1,wafflemovies . com is dedicated to finding those hidden gems that lie on the shelves .,pos
0,cv086,18371,2,"everyweek , wafflemovies . com",pos
0,cv086,18371,3,reviews independent film and big studio pictures that deserve a second chance on video .,pos
0,cv086,18371,4,here is a sample review :,pos
0,cv086,18371,5,welcome to sarajevo,pos
0,cv086,18371,6,"in light of america's recent intervention in kosovo , welcome to sarajevo is a reminder of the horror america and the world ignored for years .",pos
0,cv086,18371,7,"set in sarajevo 1992 and based on actual events , this picture examines the human and societal casualties of war .",pos
0,cv086,18371,8,the picture opens with a family escorting their young bride to her wedding .,pos
0,cv086,18371,9,"as they make their way down the street , a sniper shoots the mother of the bride .",pos
0,cv086,18371,10,yet another reminder that daily life in war torn sarajevo can never escape the horror of war .,pos
0,cv086,18371,11,"in this scene , we meet joe flynn ( woody harrelson ) , an american reporter who stops reporting to help a priest carry the mortally wounded mother into a church .",pos
0,cv086,18371,12,"joe is cocky , but also good at heart as he continues to carry out kind deeds for people he doesn't even know .",pos
0,cv086,18371,13,his fellow reporter is the british michael henderson ( stephen dillane ) .,pos
0,cv086,18371,14,michael is quickly growing tired of the horror that surrounds him and the world's lack of interest .,pos
0,cv086,18371,15,henderson is haunted by the memory of an altar boy who witnesses the mother's death as well as a young girl who he finds orphaned in a hospital after a mortar attack on citizens waiting in line for bread .,pos
0,cv086,18371,16,he decides to take action when a united nations' delegation descends upon the area to declare yugoslavia the fourteenth most dangerous place on earth .,pos
0,cv086,18371,17,henderson begins a series profiling an orphanage located on the front lines .,pos
0,cv086,18371,18,he finds children of all ages living in fear and taking care of each other with the help of one adult .,pos
0,cv086,18371,19,"during his visits , he befriends a pre-teen girl , emira ( emira nuseric ) who serves as surrogate mother to baby roadrunner .",pos
0,cv086,18371,20,he promises to get emira out of harm's way if he gets the chance .,pos
